"","identifier","text"
"606","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.7.7","cum hic ito sum describo et explicate sive per hibernus linea sive per aestivus sive per aequinoctialis aut etiam per menstruus in subjectio ratio hora sum ex analemmatos describo subicio in is multus varietas et genus horologium et describo ratio hic artificiosus omnis autem figura descriptio is efficio unus utor dies aequinoctialis brumalis ito solstitialis in duodecim pars aequalis sum divido qui ob res non pigritia deterreo praetermitto sed neo multus scribo offendo ab quisque invenio sum genus descriptio horologium expono neque enim nunc novo genus invenio possum neque alienus pro meum praedico video ito qui nos trado sum et ab qui sum invenio dico"
"607","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.1","hemicyclium excavo ex quadro ad enclima succido berosus chaldaeus dico invenio scaphe sive hemisphaerium aristarchus samius idem etiam discus in planities arachnen eudoxus astrologus nonnullus dico apollonium plinthium sive lacunar qui etiam in circo flaminius sum pono scopinas syracusius πρὸς τὰ ἱστορούμενα parmenion πρὸς πᾶν κλῖμα theodosius et andrias patrocles pelecinos dionysodorus conus apollonius pharetra alius genus et qui supra scribo sum et alius multus invenio relinquo utor conarachnen conicum plinthium antiboreus ito ex hic genus viatorius pensilia utor fio multus scribo relinquo ex qui liber si qui volo subjectio invenio possum dum scio analemmatos descriptio"
"608","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.2","ito sum ex aqua conquiro ab idem scriptor horologium ratio primus ab ctesibio alexandrino qui et vis spiritus naturalis pneumaticus res invenio sed utor sum is ex-quaero dignus studiosus agnosco ctesibius enim sum alexandriae nascor pater tonsor is ingenium et industria magnus praeter reliquus excello dico sum artificiosus res sui delector nam cum volo in taberna sui pater speculum ito pendeo ut cum duco sursum reduco lineus lateo pondus deduco ito con-loco machinatio"
"609","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.3","canalis ligneus sub tignum figo ibi trochlea con-loco per canalis lineus in angulus deduco ibi tubulus struo in is pila plumbeus per lineus demitto curo ito pondus cum decurro in angustia tubulus premo caelum crebritas vehemens decurro per fauces frequentia caelum compressio solido extrudo in aer pateo effusio acutus sono exprimo claritas"
"610","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.4","ergo ctesibius cum animadverto ex traho caelum et expressio spiritus sono vox nascor hic principium utor hydraulicus machina primus instituo ito aqua expressio automatopoetasque machina multus delicia genus in hic etiam horologium ex aqua comparatio explicate primus constituo cavus ex auris perficio aut ex gemma terebrata is enim neque tero percutio aqua neque sordeo recipio ut obturo"
"611","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.5","nam aequalis per is cavus influo aqua sublevo scaphium inverto qui ab artifex phellos sive tympanum dico in qui con-loco sum regula juxta versatilis tympanum denticulus aequalis sum perficio qui denticulus alius alius in-pello versatio modicus facio et motio ito alius regula alius tympanum ad idem modus dentatus unus motio cogo verso facio efficio varietas motio qui moveo sigillum verto meta calculus aut ovo proicio bucina cano reliquus parergon"
"612","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.6","in hic etiam aut in columna aut parastaticus hora describo qui sigilla egredior ab imus virgula significo in dies totus qui brevitas aut crescentia cuneus adicio aut eximo in singulus dies et mensis perficio cogo praeclusio aqua ad tempero ito sum constituo meta fio duo unus solidus unus cavus ex tornus ito perficio ut alius in alius ineo convenio possum et idem regula laxatio is aut coartatio efficio aut vehemens aut lenis in is vasum aqua influo curro ito hic ratio et machinatio ex aqua compono horologium ad hibernus utor collocatio"
"613","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.7","si autem cuneus adjectio et detractio correptio dies aut crescentia ex cuneus non probo fio qui cuneus saepis vitium facio sic sum explicate in columella hora ex analemmatos transverto describo menstruus lineus columella signo is columna versatilis perficio utor ad sigilla virgula qui virgula egredior sigilla ostendo hora columna verso contineo suus quisque mensis brevitas et crescentia facio hora"
"614","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.8","fio etiam alius genus horologium hibernus qui anaphoricus dico perficio ratio hic hora dispono ex virgula aeneus ex analemmatos descriptio ab centrum dispono in frons in is circulus sum circumdo menstruus spatium finio post hic virgula tympanum in qui describo et depingo sum mundus signifer circulus descriptio ex xii caelestis signum fio figuro qui ex centrum deformatio unus magnus alter parvus posterus autem pars tympanum medius axis versatilis sum includo inquam is axis aeneus mollis catena sum involvo ex qui pendeo ex unus pars phellos sive tympanum qui ab aqua sublevo alter aequus pondus phellos sacoma saburralis"
"615","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.9","ito quantus ab aqua phellos sublevo tantus saburra pondus infra deduco verso axis axis autem tympanum qui tympanum versatio alius efficio utor magnus pars circulus signifer alius parvus in versatio suus tempus designo hora proprietas nam in singulus signum sui quisque metior dies numerus cavus sum perficio qui bullo qui solum imago horologium teneo video significo hora spatium is transfero ex terebratione in terebrationem metior verto perficio curro suus"
"616","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.10","ito quemadmodum sol per sidus spatium vado dilato contraho dies et hora sic bullo in horologium ingredior per pungo contra centrum tympanum versatio cottidie cum transfero alius tempus per latus alius per angustus spatium menstruus finitio imago efficio hora et dies de administratio autem aqua quemadmodum sui tempero ad ratio sic sum facio"
"617","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.11","post frons horologium intro con-loco castellum in is per fistula salio aqua et in imus habeo cavus ad is autem affigo sum ex aer tympanum habeo foramen per qui ex castellum in is aqua influo in is autem parvus tympanum includo cardo ex tornus masculus et femina inter sui coarto ito utor parvus tympanum quemadmodum epitonium in magnus circumago ars lenis verso"
"618","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.12","magnus autem tympanum labrum aequus intervallum ccclxv pungo habeo signo parvus verus orbiculus in extremus circinatio figo habeo lingulus qui cacumen dirigo ad pungo regio inquam is orbiculus tempero sum foramen quia in tympanum aqua influo per is et servo administratio cum autem in magnus tympanum labrum sum signum caelestis deformatio is autem sum immotus et in superus habeo deformo cancer signum ad perpendiculum is in imus capricorni ad dexter specto libra ad sinister aries signum ceterus inter is spatium designo sum utor in caelum video"
"619","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.13","igitur cum sol sum in capricorni orbiculus lingulus in magnus tympanum pars ex capricorni cottidie singulus pungo tango ad perpendiculum habeo aqua curro vehemens pondus celeriter per orbiculus foramen is extrudo ad vasum excipio is cum brevis spatium impleo corripio et contraho dies spatium et hora cum autem cottidianus versatio parvus tympanum lingulus ingredior in aquarius pungo discedo foramen ab perpendiculum et aqua vehemens curro cogo tardus emitto salio ito qui parvus celer curro vas excipio aqua dilato hora spatium"
"620","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.14","aquarius verus piscis puncta utor gradus scando orbiculus foramen in aries tango octavus pars aqua tempero salio praesto aequinoctialis hora ab aries per taurus et geminus spatium ad superus cancer pungo pars octavus foramen sui tympanum versatio perago et in altitudo is redeo vis extenuo et ito tardus fluo dilato moror spatium et efficio hora in cancer signum solstitialis ab cancer cum proclino et perago per leo et virgo ad libra pars octavus pungo reverto et gradatim corripio spatium contraho hora et ito pervenio ad pungo libra aequinoctialis rursus reddo hora"
"621","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.8.15","per scorpio verus spatium et sagittarius proclivis deprimo sui foramen redeo circumactio ad capricorni pars vii restituo celeritas salio brumalis hora brevitas qui sum in horologium descriptio ratio et appario ut sum ad utor expedio qui aperio possum perscribo resto nunc de machinatio et de is principium ratiocinor ito de hic ut corpus emendo architectura perficio insequor volumen incipio scribo"
"622","urn:cts:latinLit:phi1056.phi001.perseus-lat1:10.preface.1","nobilis graecorum et amplus civitas ephesi lex vetustus dico ab magnus durus condicio sed jus sum non iniquus constituo nam architectus cum publicus opus curo recipio polliceor quantus sumo is sum sum trado aestimatio magistratus bonus is obligo donec opus sum perficio absolvo autem cum ad dico impense respondeo decerno et honor orno ito si non amplus qui quartus ad aestimatio sum adicio de publicus praesto neque ullus poena teneo cum verus amplus qui quartus in opus consumo ex is bonus ad perficio pecunia exigo"
"623","urn:cts:latinLit:phi1056.phi001.perseus-lat1:10.preface.2","utinam divus immortalis facio is lex etiam p r non modus publicus sed etiam privo aedificium sum constituo nam non sinum poena grassor imperitus sed qui superus doctrina subtilitas sum prudens sinum dubitatio profiteor architectura neque pater familia induco ad infinitus sumptus profusio ut et ex bonus eicio ipse architectus poena timor cogo diligens modus impense ratiocinor explicate utor pater familia ad is qui praeparo sive paulus amplus adicio aedificium expedio nam qui quadringenti ad opus possum paro si adicio centum habeo spes perfectio delectatio teneo qui autem adjectio dimidius aut amplus sumo onero amitto spes et impense abicio frango res et animus desisto cogo"
"624","urn:cts:latinLit:phi1056.phi001.perseus-lat1:10.preface.3","neque solus is vitium in aedificium sed etiam in munus qui ab magistratus forum gladiator scaena ludus do qui neque morus neque exspectatio concedo sed necessitas finio tempus perficio cogo is sum sedeo spectaculum velum inductio et is omnis qui scaenicus mos per machinatio ad spectatio populus comparo in hic verus opus sum prudens diligens et ingenium doceo cogito qui nihil is perficio sinum machinatio studium varius atque sollers vigor"
"625","urn:cts:latinLit:phi1056.phi001.perseus-lat1:10.preface.4","igitur quoniam hic ito sum trado et constituo non video sum alienus utor caveo superus diligens antequam instituo opus is expedio ratio ergo quoniam neque lex neque mos institutio is possum cogo et quot et praetor et aedilis ludus causa machinatio praeparo debeo video ego sum imperator non sum alienus quoniam de aedificium in prior volumen expono in hic qui finitio superus corpus habeo constituo qui sum principium machina ordino praecipio explicate"
"626","urn:cts:latinLit:phi1056.phi001.perseus-lat1:10.1.1","machina sum contineo ex materio conjunctio magnus ad onus moveo habeo virtus is moveo ex ars circulus rotundatio qui graeci κυκλικην̀ κίνησιν appello sum autem unus genus scansorius qui graece ἀκροβατικόν dico alter spirabilis qui apud is πνευματικόν appello tertius tractorius is autem graeci βαρουλκόν vocito scansorius autem sum cum machina ito sum con-loco ut ad altitudo tignum statuo et transversarius colligo sinum periculum scando ad appario spectatio at spirabilis cum spiritus ex expressio impulsus et plaga vox ὀργάνικως exprimo"
"627","urn:cts:latinLit:phi1056.phi001.perseus-lat1:10.1.2","tractorius verus cum onus machina pertraho ut ad altitudo tollo con-loco scansorius ratio non ars sed audacia glorior is catenationibus et transversarius et plexis colligatio et erismatorum fulcio contineo qui autem spiritus potestas assumo ingredior elego ars subtilitas consequor efficio tractorius autem magnus et magnificens plenus habeo ad utilitas opportunitas et in ago cum prudens superus virtus"
"628","urn:cts:latinLit:phi1056.phi001.perseus-lat1:10.1.3","ex hic sum qui μηχανικώς alius ὀργάνικως moveo inter machina et organum is video sum discrimen qui machina multus opus vel vis magnus cogo efficio habeo utor ballista torcularium prelum organum autem unus opera prudens tango perficio qui sum propono utor scorpio sive anisocycla versatio ergo et organum et machina ratio ad utor sum necessarius sinum qui nullus res possum sum non impedio"
